-20, -20, -40, 0, 0.04360824016160991, 0.2501415245415828, 0.250141533559434
-20, -10, -40, 0, 0.03739061220737619, 0.1516685542785637, 0.15166856058357
-20, 0, -40, 0, 0.03163960069874948, 0.1063121148210361, 0.1063121190793478
-20, 10, -40, 0, 0.02635518971917386, 0.1140722056667319, 0.1140722084247832
-20, 20, -40, 0, 0.02153736509207378, 0.1749488265166814, 0.1749488282131304
-10, -20, -40, 0, 0.01436033267359859, 0.1516092625840464, 0.1516092636452252
-10, -10, -40, 0, 0.01090176949795908, 0.06253538026214331, 0.06253538082571683
-10, 0, -40, 0, 0.00790975398480793, 0.02657802828717214, 0.02657802855330275
-10, 10, -40, 0, 0.005384277594872809, 0.04373720646092288, 0.04373720656694744
-10, 20, -40, 0, 0.00332533323288993, 0.1140129144262177, 0.1140129144585799
0, -20, -40, 0, 0.0009330378761390419, 0.1062330605940677, 0.10623306060202
0, -10, -40, 0, 0.0002332592925913098, 0.02655826514788845, 0.0265582651483855
0, 0, -40, 0, 0, 0, 0
0, 10, -40, 0, 0.0002332592925913098, 0.02655826514788845, 0.0265582651483855
0, 20, -40, 0, 0.0009330378761390419, 0.1062330605940677, 0.10623306060202
10, -20, -40, 0, 0.00332533323288993, 0.1140129144262177, 0.1140129144585799
10, -10, -40, 0, 0.005384277594872809, 0.04373720646092288, 0.04373720656694744
10, 0, -40, 0, 0.00790975398480793, 0.02657802828717214, 0.02657802855330275
10, 10, -40, 0, 0.01090176949795908, 0.06253538026214331, 0.06253538082571683
10, 20, -40, 0, 0.01436033267359859, 0.1516092625840464, 0.1516092636452252
20, -20, -40, 0, 0.02153736509207378, 0.1749488265166814, 0.1749488282131304
20, -10, -40, 0, 0.02635518971917386, 0.1140722056667319, 0.1140722084247832
20, 0, -40, 0, 0.03163960069874948, 0.1063121148210361, 0.1063121190793478
20, 10, -40, 0, 0.03739061220737619, 0.1516685542785637, 0.15166856058357
20, 20, -40, 0, 0.04360824016160991, 0.2501415245415828, 0.250141533559434
-20, -20, -38, 0, 0.06570152006560662, 0.2503498559866504, 0.2503498747093672
-20, -10, -38, 0, 0.05685300982895088, 0.1518562714888948, 0.1518562848487344
-20, 0, -38, 0, 0.04862882607900994, 0.1064502229475104, 0.1064502321939923
-20, 10, -38, 0, 0.04102893885960199, 0.1141317100186092, 0.114131716189057
-20, 20, -38, 0, 0.03405332136840586, 0.1749007324857967, 0.1749007364252381
-10, -20, -38, 0, 0.02131679024443525, 0.1516499049124522, 0.1516499070462271
-10, -10, -38, 0, 0.01642473478762836, 0.06258746211976704, 0.06258746328980912
-10, 0, -38, 0, 0.01215686775845392, 0.02661255484311489, 0.02661255542097474
-10, 10, -38, 0, 0.008513173388675115, 0.04372518274526746, 0.04372518299146957
-10, 20, -38, 0, 0.005493638108036662, 0.1139253457062458, 0.1139253457901686
0, -20, -38, 0, 0.001248263509227486, 0.1061750704695055, 0.106175070482755
0, -10, -38, 0, 0.0003120655665531555, 0.02654376761616998, 0.02654376761699805
0, 0, -38, 0, 0, 0, 0
0, 10, -38, 0, 0.0003120655665531555, 0.02654376761616998, 0.02654376761699805
0, 20, -38, 0, 0.001248263509227486, 0.1061750704695055, 0.106175070482755
10, -20, -38, 0, 0.005493638108036662, 0.1139253457062458, 0.1139253457901686
10, -10, -38, 0, 0.008513173388675115, 0.04372518274526746, 0.04372518299146957
10, 0, -38, 0, 0.01215686775845392, 0.02661255484311489, 0.02661255542097474
10, 10, -38, 0, 0.01642473478762836, 0.06258746211976704, 0.06258746328980912
10, 20, -38, 0, 0.02131679024443525, 0.1516499049124522, 0.1516499070462271
20, -20, -38, 0, 0.03405332136840586, 0.1749007324857967, 0.1749007364252381
20, -10, -38, 0, 0.04102893885960199, 0.1141317100186092, 0.114131716189057
20, 0, -38, 0, 0.04862882607900994, 0.1064502229475104, 0.1064502321939923
20, 10, -38, 0, 0.05685300982895088, 0.1518562714888948, 0.1518562848487344
20, 20, -38, 0, 0.06570152006560662, 0.2503498559866504, 0.2503498747093672
-20, -20, -36, 0, 0.102238741103972, 0.2505353711820363, 0.2505354119726119
-20, -10, -36, 0, 0.08936073294230651, 0.1520616595773413, 0.1520616893556329
-20, 0, -36, 0, 0.07732750307112933, 0.1066589317971386, 0.1066589529721143
-20, 10, -36, 0, 0.0661389944331698, 0.114327187438523, 0.1143272020367723
-20, 20, -36, 0, 0.05579515452592797, 0.1750664262841699, 0.1750664359832578
-10, -20, -36, 0, 0.03262980810876112, 0.1516739296473984, 0.1516739341300832
-10, -10, -36, 0, 0.0255581815823807, 0.06263383883533281, 0.062633841384324
-10, 0, -36, 0, 0.01933104863311065, 0.02666473091333567, 0.02666473223661109
-10, 10, -36, 0, 0.01394837929008703, 0.0437666056643673, 0.04376660627050865
-10, 20, -36, 0, 0.009410149252819685, 0.1139394629340254, 0.1139394631655157
0, -20, -36, 0, 0.001688758724247479, 0.1061419650787168, 0.1061419651009026
0, -10, -36, 0, 0.0004221891315264421, 0.02653549126754252, 0.02653549126892919
0, 0, -36, 0, 0, 0, 0
0, 10, -36, 0, 0.0004221891315264421, 0.02653549126754252, 0.02653549126892919
0, 20, -36, 0, 0.001688758724247479, 0.1061419650787168, 0.1061419651009026
10, -20, -36, 0, 0.009410149252819685, 0.1139394629340254, 0.1139394631655157
10, -10, -36, 0, 0.01394837929008703, 0.0437666056643673, 0.04376660627050865
10, 0, -36, 0, 0.01933104863311065, 0.02666473091333567, 0.02666473223661109
10, 10, -36, 0, 0.0255581815823807, 0.06263383883533281, 0.062633841384324
10, 20, -36, 0, 0.03262980810876112, 0.1516739296473984, 0.1516739341300832
20, -20, -36, 0, 0.05579515452592797, 0.1750664262841699, 0.1750664359832578
20, -10, -36, 0, 0.0661389944331698, 0.114327187438523, 0.1143272020367723
20, 0, -36, 0, 0.07732750307112933, 0.1066589317971386, 0.1066589529721143
20, 10, -36, 0, 0.08936073294230651, 0.1520616595773413, 0.1520616893556329
20, 20, -36, 0, 0.102238741103972, 0.2505353711820363, 0.2505354119726119
-20, -20, -34, 0, 0.1567180542478913, 0.2505902738501543, 0.2505903633945726
-20, -10, -34, 0, 0.1382787547913452, 0.1522088937891357, 0.1522089605484646
-20, 0, -34, 0, 0.1209621844951311, 0.1068169798802533, 0.1068170285349654
-20, 10, -34, 0, 0.1047682375405614, 0.1144145317466958, 0.1144145662825682
-20, 20, -34, 0, 0.08969681605211662, 0.175001549060441, 0.1750015728249521
-10, -20, -34, 0, 0.04923580302808818, 0.1515803434861267, 0.1515803529966683
-10, -10, -34, 0, 0.03917611899917244, 0.06264755969679242, 0.06264756529193462
-10, 0, -34, 0, 0.03023859665919563, 0.02670424027147405, 0.02670424331182622
