0, -30, 0, 0, 0.008489224982140196
0.5, -30, 5.559612825905e-009, -0.0002057449030206825, 0.008456011237608649
1, -30, 2.401527906771472e-008, -0.0004476234492816522, 0.008504793243207446
1.5, -30, 5.648896977657273e-008, -0.0007025353466665195, 0.008583150993355682
2, -30, 1.026847773871578e-007, -0.0009574472440513891, 0.008661508743503939
2.5, -30, 1.676439255366116e-007, -0.001264491451053487, 0.008515525232727831
3, -30, 2.484196455162256e-007, -0.001579224474595812, 0.008336454394528219
3.5, -30, 3.277548414143441e-007, -0.001788316864063102, 0.008114164617972111
4, -30, 4.154181336756656e-007, -0.001974362212165302, 0.007882446001190036
4.5, -30, 5.147162526267296e-007, -0.002160407560267502, 0.007650727384407959
5, -30, 6.231072978327015e-007, -0.002340196733098132, 0.007453374072425983
5.5, -30, 7.353141558884397e-007, -0.002503385158203498, 0.007347209023356156
6, -30, 8.572458171938418e-007, -0.002662107216442884, 0.007230343868030823
6.5, -30, 9.868964086311532e-007, -0.002770180925273992, 0.006992140108735776
7, -30, 1.127059284637594e-006, -0.002878254634105101, 0.006753936349440732
7.5, -30, 1.277734445213164e-006, -0.002986328342936208, 0.006515732590145686
8, -30, 1.438921890357861e-006, -0.003094402051767315, 0.006277528830850639
8.5, -30, 1.587192556574887e-006, -0.003161548744662701, 0.00605007199938869
9, -30, 1.731293388002583e-006, -0.003196940963165623, 0.005833998253921977
9.5, -30, 1.891419355617406e-006, -0.003239053611207632, 0.005618014641008036
10, -30, 2.06030821075572e-006, -0.003281166259249637, 0.005402031028094089
10.5, -30, 2.237959953417525e-006, -0.003323278907291642, 0.005186047415180141
11, -30, 2.424374583602822e-006, -0.003365391555333651, 0.004970063802266201
11.5, -30, 2.575851376680589e-006, -0.003396555228519424, 0.004839883331748536
12, -30, 2.734843990110216e-006, -0.003383626665538025, 0.004653147118774349
12.5, -30, 2.903421489902084e-006, -0.003352096084414442, 0.004437660958967768
13, -30, 3.078992484856306e-006, -0.00332056550329086, 0.004222174799161189
13.5, -30, 3.261556974972882e-006, -0.00328903492216728, 0.004006688639354612
